step,x1_real,x2_real,u_real,x1_ref
237,-0.00052635005,0.02017154,-0.012860904,0.0
238,-0.007588824,0.1161383,-0.008090934,0.0
239,0.002549265,-0.061048027,-0.028552229,0.0
240,-0.07433062,-0.00040285822,-0.017808827,0.0
241,-0.079472475,0.2089142,-0.014886851,0.0
242,-0.04846396,-0.11554803,-0.020868625,0.0
243,-0.026838193,-0.10030822,-0.002035975,0.0
244,-0.028416565,-0.07452695,-0.03294373,0.0
245,-0.040597677,-0.043616675,-0.020409843,0.0
246,-0.06758925,-0.15744765,-0.0016792687,0.0
247,-0.016690804,-0.09678399,-0.0046936744,0.0
248,-0.00037808396,-0.14030436,-0.0013476204,0.0
249,0.023635093,0.001160755,-0.02180277,0.0
250,0.019307869,0.0038615367,0.040666554,0.0
251,0.04031639,-0.011949201,0.20967609,0.126847839313129
252,0.14298418,0.19734997,0.3870101,0.25318490714749853
253,0.24144262,0.44694766,0.5445942,0.37850248872082043
254,0.32840022,0.5700727,0.64671916,0.5022959743621584
255,0.51177305,0.64705706,0.76226735,0.6240668913969742
256,0.60028356,0.8754759,0.7578235,0.7433249113206551
257,0.5695049,1.0214249,0.8085938,0.8595898241783433
258,0.74221385,0.9949595,1.0117003,0.9723934722009374
259,0.8216247,1.3912438,0.96641266,1.081281634911195
260,0.8411408,1.2572241,1.0094212,1.1858158581092808
261,0.937711,1.3929657,1.1050824,1.2855752193730785
262,1.0307578,1.4483298,1.0681047,1.380158022964224
263,0.9705414,1.5006135,1.1177524,1.4691834173150666
264,1.0457939,1.6332763,1.1878814,1.5522929285835136
265,1.0616353,1.4856395,1.1896337,1.6291519041006715
266,1.1326597,1.5761342,1.0879823,1.6994508598990288
267,1.0645226,1.4211526,1.3021271,1.7629067268951641
268,1.0937536,1.540612,1.2769375,1.8192639907090367
269,1.0519658,1.5254503,1.1779007,1.8682957205302133
270,1.0238231,1.6774666,1.2559301,1.9098044828881477
271,1.2343161,1.8046242,1.2326403,1.9436231366470833
272,1.259208,1.7900912,1.2371272,1.969615506024416
273,1.1528896,1.922552,1.2296369,1.9876769289225082
274,1.1883631,1.7276237,1.3797531,1.997734678366016
275,1.2659699,1.9442904,1.2097476,1.9997482553477501
276,1.2187009,1.5309981,1.3171101,1.9937095519038848
277,1.1470615,1.6977397,1.3237263,1.9796428837618654
278,1.1011661,1.7111915,1.3105066,1.9576048924295575
279,1.1307342,1.8086296,1.4472755,1.927684317119884
280,1.202353,1.9413067,1.4362752,1.890001637429337
281,1.1966969,1.9489133,1.4680995,1.8447085882091627
282,1.193525,2.0570204,1.448348,1.7919875485826717
283,1.3647581,1.9036299,1.4483402,1.732050807568877
284,1.3558544,2.0885694,1.5572307,1.6651397092695428
285,1.380119,2.1526356,1.5228531,1.591523681061664
286,1.3586637,1.9331034,1.487683,1.5114991487085165
287,1.3003227,2.1993468,1.4980102,1.4253883427577254
288,1.3232484,2.0522995,1.557414,1.3335380010325835
289,1.3082684,2.0428832,1.4997767,1.2363179724412101
290,1.3086038,2.0395594,1.4360135,1.1341197277255417
291,1.310797,2.0828557,1.3174564,1.0273547831468126
292,1.1498399,2.0946724,1.1788712,0.916453043454821
293,1.1649683,1.4608762,0.9907823,0.8018610708132272
294,1.0467417,1.2891691,0.8374512,0.6840402866513378
295,0.80559915,1.2503618,0.6905358,0.5634651136828593
296,0.72150743,1.0847847,0.53066045,0.4406210655730816
297,0.57507604,0.8088414,0.3403471,0.3160027919466998
298,0.38325173,0.5373835,0.17812175,0.19011208660836487
299,0.25768042,0.36884075,-0.015815463,0.06345586699613531
300,0.19258979,0.06365876,-0.19705977,-0.06345586699613572
301,-0.095887005,-0.08249994,-0.34766254,-0.19011208660836526
302,-0.18455675,-0.47430408,-0.54196036,-0.31600279194670017
303,-0.3422985,-0.76141596,-0.703552,-0.4406210655730811
304,-0.47302976,-0.9915287,-0.76592803,-0.5634651136828597
305,-0.6343679,-0.85358644,-0.8687989,-0.6840402866513373
306,-0.76433074,-1.0173877,-1.0390856,-0.8018610708132275
307,-0.8720199,-1.2702143,-1.1291145,-0.9164530434548206
308,-1.016557,-1.4050077,-1.1773282,-1.0273547831468128
309,-1.0449678,-1.591929,-1.2510297,-1.1341197277255413
310,-1.0790102,-1.7459663,-1.2972503,-1.2363179724412106
311,-1.1752015,-1.6293869,-1.3971823,-1.333538001032583
312,-1.2193581,-1.8166255,-1.4729742,-1.4253883427577259
313,-1.2948978,-2.0276494,-1.6192352,-1.5114991487085163
314,-1.2777717,-2.1018956,-1.6255399,-1.5915236810616642
315,-1.4252627,-2.1745067,-1.6697316,-1.6651397092695426
316,-1.5639787,-2.377825,-1.7374408,-1.7320508075688776
317,-1.5280589,-2.5289452,-1.6913316,-1.791987548582672
318,-1.4897743,-2.2990947,-1.6768945,-1.8447085882091627
319,-1.4717338,-2.184077,-1.7585131,-1.8900016374293367
320,-1.4841635,-2.3346672,-1.7821282,-1.9276843171198843
321,-1.6078519,-2.2950861,-1.869208,-1.9576048924295575
322,-1.6997707,-2.679267,-1.9992898,-1.9796428837618654
323,-1.7424542,-2.8175855,-1.9801724,-1.9937095519038845
324,-1.8243713,-2.6970222,-1.7605846,-1.9997482553477501
325,-1.6380428,-2.6397426,-1.9640366,-1.997734678366016
326,-1.7537218,-2.6666873,-1.9419981,-1.9876769289225082
327,-1.7407284,-2.688806,-1.7956487,-1.9696155060244163
328,-1.5881063,-2.481882,-1.9561765,-1.9436231366470833
329,-1.7214452,-2.545972,-1.9447584,-1.9098044828881477
330,-1.7856077,-2.6518612,-1.9181741,-1.8682957205302135
331,-1.7995728,-2.8160245,-1.9086386,-1.8192639907090364
332,-1.7271357,-2.596674,-1.9007968,-1.762906726895164
333,-1.7177707,-2.7336762,-1.8922251,-1.6994508598990288
334,-1.7465472,-2.7065995,-1.8305274,-1.6291519041006717
335,-1.7318667,-2.7264683,-1.8279605,-1.5522929285835132
336,-1.762617,-2.5564501,-1.8175939,-1.4691834173150664
337,-1.7044821,-2.4113872,-1.7525886,-1.380158022964224
338,-1.6232231,-2.3617156,-1.6881114,-1.2855752193730792
339,-1.6457163,-2.4382463,-1.5534534,-1.1858158581092804
340,-1.5745869,-2.1261537,-1.4247526,-1.0812816349111949
341,-1.3360091,-2.1605377,-1.2213018,-0.9723934722009376
342,-1.2282977,-1.8355687,-1.1145838,-0.8595898241783438
343,-1.0755569,-1.8020732,-0.9605593,-0.7433249113206545
344,-0.9492408,-1.4097333,-0.8007283,-0.6240668913969741
345,-0.83035433,-1.1916003,-0.5756989,-0.5022959743621588
346,-0.74542487,-0.8222579,-0.42119464,-0.3785024887208195
347,-0.5685513,-0.67697394,-0.2322982,-0.2531849071474981
348,-0.33626983,-0.26530272,-0.07770104,-0.12684783931312904
349,-0.14045724,-0.19726731,-0.0008977169,-4.898587196589413e-16
350,-0.05355321,-0.15572922,-0.005251159,0.0
351,-0.08268573,-0.052633625,-0.010424356,0.0
352,-0.110352255,-0.1208046,-0.0028498136,0.0
353,-0.01052974,-0.12988774,-0.0009009064,0.0
354,0.0067695724,-0.0013006082,-0.0012121133,0.0
355,0.017619679,-0.018425062,-0.008310369,0.0
356,-0.082697466,-0.06234587,-0.013703076,0.0
357,-0.052343633,-0.022268394,-0.013963573,0.0
358,-0.0016222909,-0.051140077,-0.002606779,0.0
359,0.025740154,0.047980674,-0.013855874,0.0
360,0.04220946,0.008486709,-0.017846212,0.0
361,-0.003039159,-0.084727414,-0.03153673,0.0
362,-0.04704437,0.0946197,-0.006052935,0.0
363,-0.05671559,-0.019655447,-0.013033807,0.0
364,0.0512576,0.1708171,0.009666965,0.0
365,-0.076158315,0.11890469,-0.0411267,0.0
366,-0.0121765975,-0.0081756925,0.0134310275,0.0
367,0.07708275,-0.18283397,-0.034436584,0.0
368,-0.00057450717,-0.05329784,-0.02128675,0.0
369,-0.078790635,0.0863929,-0.010743088,0.0
370,-0.06175914,0.11318457,-0.023511162,0.0
371,-0.026277672,-0.14336489,-0.011530198,0.0
372,-0.04690877,-0.09993379,0.009074131,0.0
373,0.00849374,-0.0365075,0.016569614,0.0
374,0.004563065,-0.040846337,-0.038456004,0.0
375,0.078596376,-0.08121511,0.005006304,0.0
376,0.034699634,-0.0674888,-0.0046872655,0.0
377,0.008561848,-0.02876624,-0.11714718,0.0
378,-0.032525208,-0.18054223,-0.11716767,0.0
379,-0.112421,-0.09794796,-0.41882852,0.0
380,-0.2566891,-0.3774858,-1.1672633,-2.0
381,-0.72559905,-1.2851245,-0.9759497,-2.0
382,-0.8108385,-1.4123087,-0.96680415,-2.0
383,-0.8676093,-1.3925393,-0.96790373,-2.0
384,-0.8977192,-1.3766675,-1.1019806,-2.0
385,-0.9283715,-1.4277536,-1.0367149,-2.0
386,-0.9178678,-1.3381819,-1.0388733,-2.0
387,-0.9650122,-1.3251191,-1.1336807,-2.0
388,-1.0055805,-1.6658387,-1.0691546,-2.0
389,-0.98452556,-1.5123854,-1.096989,-2.0
390,-1.0414518,-1.5479367,-1.0321885,-2.0
391,-0.98101914,-1.3413792,-1.108281,-2.0
